=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.02.27 14:02:26 =~=~=~=~=~=~=~=~=~=~=~=

RFM69 radio init OK!
one circle time, sleep_time, awake time, set_sleepTime, set_buffer, set_sendtoWait, set_send, set_randomTime_in_sendtoWait, set_waitAvailableTimeout, waitAvailableTimeout_within_numTimes
141.00, 133, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 299
197.00, 184, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 619
66.00, 52, 14.00, 0.00, 0.00, 15.00, 5.00, 0.00, 10.00, 671
33.00, 22, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 475
28.00, 18, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 474
28.00, 20, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 326
152.00, 137, 15.00, 2.00, 0.00, 12.00, 2.00, 0.00, 10.00, 621
76.00, 64, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 535
131.00, 123, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 283
31.00, 17, 14.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 700
21.00, 9, 12.00, 0.00, 0.00, 13.00, 4.00, 0.00, 9.00, 528
28.00, 17, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 554
24.00, 14, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 468
115.00, 101, 14.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 696
74.00, 65, 9.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 312
100.00, 85, 15.00, 2.00, 0.00, 14.00, 4.00, 0.00, 10.00, 679
17.00, 7, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 366
24.00, 12, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 621
12.00, 4, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 292
18.00, 8, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 325
88.00, 78, 10.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 439
76.00, 68, 8.00, 0.00, 0.00, 9.00, 2.00, 2.00, 5.00, 257
45.00, 37, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 287
20.00, 10, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 320
73.00, 65, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 334
72.00, 62, 10.00, 2.00, 0.00, 8.00, 2.00, 2.00, 4.00, 257
39.00, 31, 8.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 270
49.00, 41, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 299
21.00, 9, 12.00, 3.00, 0.00, 10.00, 4.00, 0.00, 6.00, 393
27.00, 15, 12.00, 0.00, 0.00, 13.00, 5.00, 0.00, 8.00, 552
51.00, 40, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 512
101.00, 88, 13.00, 0.00, 0.00, 13.00, 2.00, 0.00, 11.00, 600
24.00, 13, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 529
70.00, 57, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 619
82.00, 68, 14.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 708
49.00, 38, 11.00, 0.00, 2.00, 10.00, 2.00, 0.00, 8.00, 500
63.00, 50, 13.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 682
23.00, 13, 10.00, 0.00, 0.00, 11.00, 5.00, 0.00, 6.00, 381
31.00, 22, 9.00, 0.00, 0.00, 9.00, 2.00, 0.00, 7.00, 329
16.00, 3, 13.00, 2.00, 0.00, 12.00, 4.00, 0.00, 8.00, 532
47.00, 34, 13.00, 0.00, 2.00, 12.00, 2.00, 0.00, 10.00, 656
68.00, 58, 10.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 387
39.00, 31, 8.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 268
142.00, 128, 14.00, 0.00, 0.00, 15.00, 4.00, 0.00, 11.00, 680
18.00, 5, 13.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 662
62.00, 51, 11.00, 0.00, 0.00, 11.00, 3.00, 0.00, 8.00, 459
16.00, 6, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 453
93.00, 82, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 443
57.00, 48, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 377
14.00, 6, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 308
28.00, 17, 11.00, 2.00, 0.00, 10.00, 2.00, 2.00, 6.00, 411
35.00, 23, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 555
39.00, 26, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 641
48.00, 37, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 7.00, 425
20.00, 12, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 312
66.00, 53, 13.00, 2.00, 0.00, 10.00, 2.00, 0.00, 8.00, 472
297.00, 289, 8.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 271
80.00, 68, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 8.00, 557
148.00, 137, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 456
45.00, 37, 8.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 266
293.00, 282, 11.00, 2.00, 0.00, 9.00, 3.00, 0.00, 6.00, 345
12.00, 3, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 362
55.00, 41, 14.00, 2.00, 0.00, 12.00, 2.00, 0.00, 10.00, 603
141.00, 133, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 291
37.00, 29, 8.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 264
27.00, 14, 13.00, 2.00, 0.00, 11.00, 2.00, 0.00, 9.00, 477
94.00, 85, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 363
74.00, 61, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 636
8.00, 0, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 284
29.00, 14, 15.00, 2.00, 0.00, 12.00, 2.00, 0.00, 10.00, 645
12.00, 1, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 512
59.00, 50, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 384
19.00, 8, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 463
37.00, 29, 8.00, 0.00, 0.00, 9.00, 2.00, 2.00, 5.00, 271
22.00, 14, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 323
11.00, 0, 11.00, 2.00, 0.00, 9.00, 2.00, 0.00, 7.00, 300
47.00, 37, 10.00, 2.00, 0.00, 8.00, 2.00, 0.00, 6.00, 288
33.00, 25, 8.00, 0.00, 0.00, 9.00, 3.00, 2.00, 4.00, 263
45.00, 34, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 512
113.00, 102, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 471
33.00, 22, 11.00, 0.00, 0.00, 11.00, 2.00, 0.00, 9.00, 469
104.00, 92, 12.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 607
52.00, 42, 10.00, 0.00, 2.00, 9.00, 2.00, 0.00, 7.00, 353
24.00, 15, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 397
41.00, 29, 12.00, 0.00, 0.00, 12.00, 2.00, 2.00, 8.00, 574
41.00, 28, 13.00, 0.00, 0.00, 12.00, 2.00, 0.00, 10.00, 642
20.00, 11, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 380
12.00, 1, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 524
28.00, 19, 9.00, 0.00, 0.00, 10.00, 2.00, 0.00, 6.00, 404
68.00, 54, 14.00, 0.00, 0.00, 14.00, 4.00, 0.00, 10.00, 695
27.00, 15, 12.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 538
14.00, 5, 9.00, 0.00, 0.00, 10.00, 4.00, 0.00, 6.00, 375
41.00, 26, 15.00, 2.00, 0.00, 12.00, 2.00, 0.00, 10.00, 650
70.00, 59, 11.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 464
47.00, 36, 11.00, 0.00, 2.00, 10.00, 2.00, 0.00, 8.00, 502
36.00, 29, 7.00, 0.00, 0.00, 8.00, 2.00, 2.00, 4.00, 263
65.00, 54, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 547
185.00, 172, 13.00, 0.00, 0.00, 13.00, 2.00, 0.00, 11.00, 601
32.00, 21, 11.00, 0.00, 0.00, 12.00, 4.00, 0.00, 8.00, 541
16.00, 6, 10.00, 0.00, 0.00, 10.00, 2.00, 0.00, 8.00, 454
86.00, 78, 8.00, 0.00, 0.00, 8.00, 2.00, 0.00, 6.00, 284
29.00, 15, 14.00, 2.00, 0.00, 12.00, 4.00, 0.00, 8.00, 555
